Poster,Content,Thread,Gender,Location,Political_leaning,Subjectivity,Polarity
Bucky,Re: TelAbortions should be investigatedScrabaholic saidDo you feel the same about people geting any other pharmaceuticals by mail? Many Americans get their prescriptions from Canada via the mail because it is cheaper.These are the same pills used when a woman goes to a clinic to get them. She does not stay in the clinic unil she's expelled the products of conception. She goes home and it happens there. Good grief.Click to expand...Then she should go to the clinic.,89,Male,Washington,Independen,0.34500000000000003,0.215
lwf,"Bucky saidThese tricky pro-choice groups are trying to skirt the laws by promoting Telabortion, basically, do-it-yourself abortion kits that ""doctors"" send to patiens that wan an abortionThe package these women get consists of two pills: mifepristone and misoprostol which causes bleeding and cramping.I think the FDA needs to investigate Telabortion further. I question the legality of this. Is this like back when marijuana was illegal, so ""patiens"" wen to see a ""doctor"" complaining of headaches or stress and then they would get prescribed a weed card so they can purchase medical marijuana.I wan to know how many of these patiens are being prescribed these abortion-kits. I am guessing like 100%.Click to expand...If your concern is that laws are being violated, then don't worry: Roe v Wade makes clear that abortion is legal everywhere in the US. If you are concerned about the safety of abortion kits being mailed out rather than requiring a woman to visit a medical doctor, I feel like a woman's medical doctor should be the one to determine whether or not this is safe and appropriate on a case by case basis.",89,Male,PNW,Libertarian - Left,0.28030303030303033,0.11818181818181818
j brown's body,"Re: TelAbortions should be investigatedBucky saidLOL, abortion is not ""needed"" service. It takes away resources away from covid-19 patiens. Next thing you are going to tell me is people needing boob or nose jobs are necessary surgeries.Click to expand...Incorrect. A woman having an abortion takes fewer resources away from covid-19 patiens than does a woman taking a pregnancy to term.A patien and her doctor are beter judges of its necessity than you are. No offense.",89,Male,,Socialist,0.5,0.0
j brown's body,"Re: TelAbortions should be investigatedBucky saidI am not comfortable with USPS being facilitated as a form of drug dealing. Also, the idea of DIY abortions sounds completely unsafe for a woman. There definitely should be a doctor presenAbortion isn't like a hair cutClick to expand...Millions of medications are sen through USPS.",89,Male,,Socialist,0.5666666666666668,0.16666666666666666
j brown's body,"Re: TelAbortions should be investigatedLursa said""You think?"" Let's see the facts. And if the pills are safe for women...who cares?As for your reference to CV...that's just off-the-wall, since these pills make any kind of other medical procedure unecessary :doh So according to you, they are a good idea since there's no need to go in for a medical procedure!Click to expand...Okay. I'll belabor the obvious. This wouldn't be such an issue of geting an abortion through a doctor visit wasn't made so difficult, and on so many levels, to get one. Do oppose this abortion through the mail so strenuously that you support making access to medical abortions easier?  If not, your argumen is just self-serving.",89,Male,,Socialist,0.4431818181818182,0.15227272727272728
Jason Warfield,"Re: TelAbortions should be investigatedOff the website, the FAQ section""This study is sponsored by Gynuity Health Projects, a non-profit reproductive health organization. The abortion care is being provided by parter clinics in our project states.It has been reviewed by the US Food and Drug Administration, as well as by multiple institutional review boards.No pharmaceutical company is involved in the TelAbortion Study.FAQs - TelAbortion",89,Male,,Liberal,0.0,0.0
weaver2,"Just give birth and give it up, no big deal, birth is a natural process for women they do it all the time.  Not so fast, those of you who say adoption is the solution to abortion.  Ever heard of micromorts.INTERESTING EXAMPLES OF MICROMORT STATISTICSA micromort represens your risk of a one-in-a-million chance of sudden death. In our odds of dying chart, wexe2x80x99ve mapped unusual activities by their micromorts. The higher the number, the greater the risk. These might be some odd ways to die, like climbing Moun Everest, that donxe2x80x99t affect the whole population, but if you do them, you have a very slim chance of dying. Then, there are lifetime odds of dying, which shows your overall chance of dying from prety typical deaths. So, you have a one in a million chance of sudden death from skiing for a day, but you have a one-in-six chance of dying from heart disease in America during your lifetime. Here are some facts to keep in min*What are the odds of dying from cancer? In America, you have a one-in-seven chance of dying from some form of cancer. Some cancers are more likely than others.*What are the odds of dying from terrorism? Reportedly you have a one in 45,808 chance of dying in a foreign-born terrorist atack. You have a one in 46,192,893 chance of dying from a refugee terrorist atack, and a one in 138,324,873 chance of dying from an illegal immigran terrorist atack. Youxe2x80x99re far more likely to die of sunstroke.*What are the odds of dying in a plane crash? Those who have a flying phobia may be relieved to hear that the chances of dying in a plane crash are lowxe2x80x93 one in 205,552. Flying 1,000 miles by jet is only one micromortxe2x80x93 and itxe2x80x99s not a cumulative statistic.*What is the risk of dying in a car acciden? Itxe2x80x99s fairly highxe2x80x93 a normal person has a one in 102 chance of dying in a motor vehicle crash.*What are the odds of dying while skydiving? The odds of dying while skydiving are low to begin with*because so many people are afraid to do the activity, but if you look at micromort data, you have a 10 in one million chance of sudden death while skydiving.*What are the odds of dying during childbirth? Unfortunately, the risk of dying during childbirth, especially in America, is high. Itxe2x80x99s 170 micromorts*or 24 deaths per 100,000 live births.So next some ani-abortion  schmuck tell you just give birth and put it up for adoption instead of aborting invite him to go skydivin[url=htps://www.visualcapitalist.com/wp-conen/uploads/2018/08/crunching-numbers-on-mortality.html]Crunching the Numbers on Mortalit",90,,Oregon,,0.5996296296296295,0.09369248035914701
Lord Tammerlain,You also have to include the cost of being pregnan and giving birth in a hospital. Not to menion 5 monh or so a the persons life put on hold,90,,,,0.0,0.0
Lursa,"The OP had many good poins.IMO it's unethical to encourage a woman to give birth unecessarily when there are more than 100,000 children already available in the US for adoption. (Not in foster care, that # is 400,000).It's cruel...for each new birth put up for adoption, it means that another child, waiting for a family, goes without. A perfect white newborn tends to have a much beter chance at adoption but if they aren available, then true loving potenial parens may look to the others in need.Yes, adding more unwaned babies to that huge pool of waiting, hoping kids means that fewer of those kids hoping for homes get one. And these kids are aware, displaced, and even suffering...while the unborn knows and suffers nothing.""Waiting for a family is the longest wait of all."" (sources for over 100,000 kids waiting in the USAdopt America Network | Children for AdoptionAdoption Statistics | Adoption NetworkWaiting Children | Kids Available for Adoption | The Adoption Exchange | The Adoption ExchangeThis is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.6000000000000001,0.16590909090909098
Elvira,It's definitely the unselfish way...,90,Female,Down Sout,,0.5,0.0
Lursa,"Lord Tammerlain saidYou also have to include the cost of being pregnan and giving birth in a hospital. Not to menion 5 monh or so a the persons life put on holdClick to expand...And the other obligations and commitmens they have to others put on hold or unfulfilled. Esp. if they miss work or lose a job. Many have responsibilities to other dependens (other kids, siblings, elderly, disabled) that need food and the ren paid.Only the individual woman knows her circumstances and risks and needs and can make that choice.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.5479166666666667,-0.08541666666666665
weaver2,Elvira saidIt's definitely the unselfish way...Click to expand...Let us all know when you give give birth and give up the child so we can celebrate your unselfishness.,90,,Oregon,,0.5,0.0
Elvira,"weaver2 saidLet us all know when you give give birth and give up the child so we can celebrate your unselfishness.Click to expand...I would rather do that than kill it, that's for sure...",90,Female,Down Sout,,0.8888888888888888,0.5
Lursa,"Once pregnan, giving birth is the path of least resistance. Many women on drugs, alcoholics, esp those on the streets, just don do anything...and they end up giving birth.For women that don give crap about being pregnan, still coninue to drink, smoke, do drugs, get STDs, etc...they don eat properly, they don take prenatal vitamins, don see Drs, and their babies have a much higher risk of physical and menal defects and emotional disorders.And then those poor kids have even less chance of being adopted. The foster care system if full of these kids. They end up being wards of the state. At 18 it's either more institutions or turned loose in society with many more disadvanages.To inenionally encourage this is cruel and overall damaging to society.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.51494338994339,-0.049708624708624714
Drawdown,"Lursa saidIMO it's unethical to encourage a woman to give birth unecessarily when there are more than 100,000 children already available in the US for adoption. (Not in foster care, that # is 400,000).Click to expand...Fortunately not your decision what other women can and canot do with their bodies.",90,,,,0.425,0.25833333333333336
Lursa,"Drawdown saidFortunately not your decision what other women can and canot do with their bodies.Click to expand...Of course that's completely true. That's what it means to be pro-choice.Thank you. :2waveThis is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.659375,-0.09062499999999998
Ditohead not,"The issue is not whether to carry a fetus to term and give birth vs. having an abortion. The issue is, who gets to decide? This is no easy choice, but it is the mother's choice, period. The choice does not fall to the governmen, to any church, to a panel of deciders, whoever they may be. It is the decision of the potenial mother and no one else.Don't believe in abortion? That's OK. Lots of people don't. So, don't have one. It's your choice.",90,Male,The Golden Stat,Independen,0.8333333333333334,0.43333333333333335
Lursa,"weaver2 saidJust give birth and give it up, no big deal, birth is a natural process for women they do it all the time.  Not so fast, those of you who say adoption is the solution to abortion*What are the odds of dying during childbirth? Unfortunately, the risk of dying during childbirth, especially in America, is high. Itxc3xa2xe2x82xacxe2x84xa2s 170 micromorts*or 24 deaths per 100,000 live births.So next some ani-abortion  schmuck tell you just give birth and put it up for adoption instead of aborting invite him to go skydivin[url=htps://www.visualcapitalist.com/wp-conen/uploads/2018/08/crunching-numbers-on-mortality.html]Crunching the Numbers on MortalitClick to expand...It ends up being about 800 deaths/yr in the US due to pregnancy & childbirth...and they are mostly unpredictable. My frien's wife died in childbirth, completely unpredicted. It was her 2nd, and the baby was lost too. (I know of 2 other women that died in childbirth tooAnd then there are another 86,000 women who suffer severe and/or permanen health damage from things like stroke, kidney failure, aneurysm, pre-eclampsia, etc. Their lives are never the same, a family may lose a breadwiner, or the mother may not even be able to be a full time caregiver.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.58325,-0.02559848484848485
Blue Donkey,Lord Tammerlain saidYou also have to include the cost of being pregnan and giving birth in a hospital. Not to menion 5 monhs or so the person's life put on holdClick to expand...Only 5 monhs? More like 7 for many women,90,Female,"Gainesville, Florida",Liberal,0.5,0.5
Blue Donkey,"Elvira saidIt's definitely the unselfish way...Click to expand...Unselfish way to who?Not the human life nobody wans and is incapable of thinking or perceiving anything, obviously. It is just a clump of human cells for several weeks anyway.",90,Female,"Gainesville, Florida",Liberal,0.24000000000000005,0.0
Blue Donkey,"Elvira saidI would rather do that than kill it, that's for sure...Click to expand...What if you were in pain and throwing up every morning and put on bed rest? What if you had diabetes and dangerously high blood pressure? WHAT IF YOU KNEW YOU WERE GOING TO DIE WITHOUT AN ABORTION?",90,Female,"Gainesville, Florida",Liberal,0.5399999999999999,0.16
Elvira,Blue Donkey saidWhat if you were in pain and throwing up every morning and put on bed rest? What if you had diabetes and dangerously high blood pressure? What if you had to choose between your life and the baby's life?Click to expand...If if and buts were candy and nuts...:roll,90,Female,Down Sout,,0.31999999999999995,0.08
Lursa,"Elvira saidIf if and buts were candy and nuts...:rollClick to expand...They are legitimate questions...which you have no couner-argumen for it appears.So then she's right in that women are certainly justified in abortion and not selfish.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.7107142857142857,-0.03303571428571428
Lursa,"Blue Donkey saidWhat if you were in pain and throwing up every morning and put on bed rest? What if you had diabetes and dangerously high blood pressure? WHAT IF YOU KNEW YOU WERE GOING TO DIE WITHOUT AN ABORTION?Click to expand...Just as an aside, many women do choose to risk their lives to give birth in such situations.The real poin there tho, is that it is their choice.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.5627272727272727,-0.008181818181818169
Blue Donkey,"Elvira saidIf if and buts were candy and nuts.Click to expand...My questions are the exact opposite of candy and nuts.You made an ""if"" statemen yourself, so you have no reason to criticize mine.Lursa is right. If you do not answer my questions directly with perfect rebutals, you have absolutely no argumens at all. There is no reason to dodge the questions I asked - NONE. So I will keep asking unil you answer.",90,Female,"Gainesville, Florida",Liberal,0.5142857142857143,0.3059523809523809
Elvira,"Blue Donkey saidMy questions are the exact opposite of candy and nuts.You made an ""if"" statemen yourself, so you have no reason to criticize mine.Lursa is right. If you do not answer my questions directly with perfect rebutals, you have absolutely no argumen at all.Click to expand...My convictions are my convictions and nothing or no one is gona change that, so you're barkin' up the wrong tree...rebutal enough for ya?",90,Female,Down Sout,,0.5095238095238095,0.1484126984126984
uptower,"Duno if anyon's crunched the numbers but what is the ratio of unwaned pregnancies to couples seeking to adopt?  In other words, if all of those unwaned pregnancies resulted in births (minus any natural miscarriages) and all those babies were put up for adoption, would there be enough parens to adopt them all?",90,Male,Behind you - run,Other,0.34375,-0.03125
Lursa,"Elvira saidMy convictions are my convictions and nothing or no one is gona change that, so you're barkin' up the wrong tree...rebutal enough for ya?Click to expand...Well, it is a'discussion' forum. It's easy enough to dismiss your'conviction' thenAs in, ""mythical man in space say no-no, so..."" and people snicker and move on to actual discussionEven some of us Christians dismiss it as not His Word.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.6583333333333334,-0.10166666666666666
Elvira,"Lursa saidWell, it is a'discussion' forum. It's easy enough to dismiss your'conviction' thenAs in, ""mythical man in space say no-no, so..."" and people snicker and move on to actual discussionEven some of us Christians dismiss it as not His Word.Click to expand...As I dismiss yours...no true Christian will take an inocen human life before it even begins...no on's snickering at anyone who does...it's more like  repulsion...",90,Female,Down Sout,,0.38333333333333336,0.18333333333333332
Lursa,"Elvira saidAs I dismiss yours...no true Christian will take an inocen human life before it even begins...Click to expand...False!See, that was easy.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",90,Female,Outside Seatle,Independen,0.5555555555555556,-0.06666666666666665
justabubba,"weaver2 saidLet us all know when you give give birth and give up the child so we can celebrate your unselfishness.Click to expand...ah, the OP who encourages women to conceive and place their child for adoption then condescends towards someone who endorses his viewwonder if such condemnation, in the work place, by the family,'friends', and associates motivates the woman to adopt the adoption recommendation",90,Male,,Independen,0.5,0.0
Jason Warfield,"There are pleny of loving, gay/lesbian/transgender people and couples out there that would love to raise a child!",91,Male,,Liberal,0.7749999999999999,0.55
Blue Donkey,Of course many of them have no inerest in adopting a newborn baby. There are way too many children waiting to be adopted for more babies to be put on the adoption market,91,Female,"Gainesville, Florida",Liberal,0.5,0.5
Scrabaholic,"Jason Warfield saidThere are pleny of loving, gay/lesbian/transgender people and couples out there that would love to raise a child!Click to expand...So what",91,Female,"Near Kingston, Onario, Canada",Conservative,0.7749999999999999,0.55
Jason Warfield,Scrabaholic saidSo whatClick to expand...Exactly.,91,Male,,Liberal,0.0,0.0
OceanBlues1,"Jason Warfield saidThere are pleny of loving, gay/lesbian/transgender people and couples out there that would love to raise a child!Click to expand...Okay.  Does that mean girls and women should be forced to stay pregnan and give birth against their will to supply these folks with infans? Nope, I don't think so.  Adoption doesn't solve the problem for the girl/woman who doesn't wan to be pregnan",91,Female,,,0.609375,0.12187500000000001
Scrabaholic,Jason Warfield saidExactly.Click to expand...So what was your poin in posting the OP?,91,Female,"Near Kingston, Onario, Canada",Conservative,0.0,0.0
year2lat,"Jason Warfield saidThere are pleny of loving, gay/lesbian/transgender people and couples out there that would love to raise a child!Click to expand...And there are probably 100,000 waiting to be adopted.A woman is not a broodmare for the childless and infertile.This is not a ""gay or lesbian issue"" except to say the children available for adoption should be available to gays and lesbians.",91,Female,,Progressive,0.5874999999999999,0.475
Demoness,"I can only assume by the fact that this was posted under ""Abortion"" that you're offering this as an alternative to abortion, but correct me if I'm wrong. If I'm right though, my response is... ""so?"" & this is coming from me, someone adopted at birth. Adoption is great; I strongly recommend it over bringing more children ino the world for environmenal reasons on top of the fact that there are already hundreds of thousands of children in the US foster care system alone. Abortion is one way to preven this number from increasing, especially when you consider the fact that not many people adopt children",91,Female,,Liberal,0.7398809523809524,0.2523809523809524
Lursa,"Jason Warfield saidThere are pleny of loving, gay/lesbian/transgender people and couples out there that would love to raise a child!Click to expand...And?Also, a simple scan of the first page or so of this sub-forum has threads that could probably'inform' you well on that...right in the first few posts.Why not adoption/foster care?Just give birth and give it up.  Easy-peazy - abortion avoided.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",91,Female,Outside Seatle,Independen,0.6203463203463204,0.05909090909090913
weaver2,"year2late saidAnd there are probably 100,000 waiting to be adopted.A woman is not a broodmare for the childless and infertile.This is not a ""gay or lesbian issue"" except to say the children available for adoption should be available to gays and lesbians.Click to expand...There are over 400,000 children in the foster care system waiting for adoption",91,,Oregon,,0.4,0.4
Lursa,"weaver2 saidThere are over 400,000 children in the foster care system waiting for adoptionClick to expand...Not exactly. Not all kids in the foster care system are available for adoption. Many have parens that don currenly have custody for many reasons.There are however, more than 100,000 kids in the US that are available for adoptionThis is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",91,Female,Outside Seatle,Independen,0.5666666666666668,0.1333333333333333
skews13.,"Before Roe, Republicans and white evangelicals generally supported abortion rights, much in the way libertarians do now, because to them it mean fewer mothers and children dependen on the governmen for support. Segregationists, meanwhile, had their own racist reasons. George Wallace, the longtime governor of Alabama, a Democrat who would later join the far-right American Independen Party, four-time presidenial candidate, and outspoken segregationist who is often compared to Donald Trump, backed the legalization of abortion in the late 1960s because he claimed black women werexe2x80x9cbreeding children as a cash cropxe2x80x9d and taking advanage of social welfare programs.Around the same time, white evangelicals had been trying to avoid desegregation by sending their kids to private, tax-exempt, segregated religious schools. Then in 1971, the Supreme Court decided in Green v. Conally that racially discriminatory schools could no longer claim tax-exempt status. This infuriated and mobilized evangelical leaders like Jerry Falwell, who owned one such school in Virginia, to get involved in politics. And it so happened that conservative political activist Paul Weyrich had been looking for ways to harness the political power of white evangelicals to grow the Republican Party.Then, six years after Roe v. Wade in 1973, Weyrich and Falwell noticed that conservatives were starting to get uncomfortable with the spike in legal abortions after the landmark case and with the sexual, social and economic freedom that reproductive rights had brought to women. So they wen all in on making abortion a wedge issue that could marry the Christian right and the GOP. They founded the Moral Majority in 1979, a political organization that essenially used abortion to deny Presiden Jimmy Carter a second term, and made reproductive rights the political rallying cry it is today.""Jane Roe"" and the Ani-Abortion Movemen Built on Lies | GQ",92,,,,0.24993842364532018,0.0008004926108374375
Bodhisatva,...and?,92,,New Zealan,Independen,0.0,0.0
weaver2,"Bodhisatva said...and?Click to expand...It explains why the ani-abortion movemen  looks so illogical.  If ani-abortion advocates  were about reducing abortions they would support the programs that have been proven to reduce abortion.  The ani-abortion movemen actually campaigns against these programs.  If they were for saving fetuses and welcoming children ino the world  they would support pre-natal programs,  well baby clinics, post partum  and nutrition programs that assure healthy babies.  They don't.  The list of things they say they are for but don't support  is long.",92,,Oregon,,0.3333333333333333,0.15
MamboDervish,"weaver2 saidIt explains why the ani-abortion movemen  looks so illogical.  If ani-abortion advocates  were about reducing abortions they would support the programs that have been proven to reduce abortion.  The ani-abortion movemen actually campaigns against these programs.  If they were for saving fetuses and welcoming children ino the world  they would support pre-natal programs,  well baby clinics, post partum  and nutrition programs that assure healthy babies.  They don't.  The list of things they say they are for but don't support  is long.Click to expand...And Planed Parenhood is a perfect example of that.  The idiots make war against Planed Parenhood, despite the fact that it is the single largest organization prevening unwaned pregnancies.  If you oppose abortion, then you should be opposed to unwaned pregnancies to begin with, as they are the root cause of most abortions.And worst of all, these one-issue voters would gladly watch the enire counry devolve ino a fascist dictatorship if their new Il Duce were the only candidate opposing women's reproductive rights.",92,Male,The Big Apple,Progressive,0.6793650793650794,0.06984126984126984
Bodhisatva,"weaver2 saidIt explains why the ani-abortion movemen  looks so illogical.  If ani-abortion advocates  were about reducing abortions they would support the programs that have been proven to reduce abortionClick to expand...But they do... abstinence ... No unwaned pregnancies then no abortions.The ani-abortion movemen actually campaigns against these programs.Click to expand...Because they support the ultimate campaign... abstinence...If they were for saving fetuses and welcoming children ino the world  they would support pre-natal programs,  well baby clinics, post partum  and nutrition programs that assure healthy babies.  They don't.  The list of things they say they are for but don't support  is long.Click to expand...Pro-life people do not support prenatal programs?  That is uterly ridiculous.They do not support baby clinics or women who have postpartum or healthy babies?  :lol",92,,New Zealan,Independen,0.525,0.25
weaver2,Bodhisatva saidBut they do... abstinence ... No unwaned pregnancies then no abortions.Because they support the ultimate campaign... abstinence...Pro-life people do not support prenatal programs?  That is uterly ridiculous.  They do not support baby clinics or women who have postpartum or healthy babies?  :lolClick to expand...Abstinence only does not reduce abortions or teen pregnancies.And pro-life advocates do not support expansion of Medicaid which brings pre and postpartum clinics and programs to all Medicaid mothers not just the few women Catholic pregnancy ceners lure ino carrying a pregnancy to term.,92,,Oregon,,0.6,0.02777777777777778
Waddy,"I can't understand why Democrats  are so pro-abortion.  Why kill off the future base of your party?  Oh, I forgot, you are couning on illegal immigrans.  You know, if you kill off your future voters here at home, you got to import some.",92,Male,,Moderat,0.4375,-0.325
OceanBlues1,weaver2 saidAbstinence-only does not reduce abortions or teen pregnancies.Click to expand...Agreed.  I think it's misleading to even call that useless approach a form of sex education,92,Female,,,0.1,-0.25
Ignatius,"skews13. saidBefore Roe, Republicans and white evangelicals generally supported abortion rights, much in the way libertarians do now, because to them it mean fewer mothers and children dependen on the governmen for support. Segregationists, meanwhile, had their own racist reasons. George Wallace, the longtime governor of Alabama, a Democrat who would later join the far-right American Independen Party, four-time presidenial candidate, and outspoken segregationist who is often compared to Donald Trump, backed the legalization of abortion in the late 1960s because he claimed black women werexe2x80x9cbreeding children as a cash cropxe2x80x9d and taking advanage of social welfare programs.Around the same time, white evangelicals had been trying to avoid desegregation by sending their kids to private, tax-exempt, segregated religious schools. Then in 1971, the Supreme Court decided in Green v. Conally that racially discriminatory schools could no longer claim tax-exempt status. This infuriated and mobilized evangelical leaders like Jerry Falwell, who owned one such school in Virginia, to get involved in politics. And it so happened that conservative political activist Paul Weyrich had been looking for ways to harness the political power of white evangelicals to grow the Republican Party.Then, six years after Roe v. Wade in 1973, Weyrich and Falwell noticed that conservatives were starting to get uncomfortable with the spike in legal abortions after the landmark case and with the sexual, social and economic freedom that reproductive rights had brought to women. So they wen all in on making abortion a wedge issue that could marry the Christian right and the GOP. They founded the Moral Majority in 1979, a political organization that essenially used abortion to deny Presiden Jimmy Carter a second term, and made reproductive rights the political rallying cry it is today.""Jane Roe"" and the Ani-Abortion Movemen Built on Lies | GQClick to expand...This is hilarious and completely disjoined. First, Jimmy Carter denied himself a second term. Unil Obama he was the worst Presiden in history.Then you're saying white evangelicals and republicans favored abortion but then didn favor it because they didn't wan desegregated schools. So now since we have desegregated schools why wouldn't white evangelicals and republicans go back to favoring abortions since most abortions are performed on black babies? If abortion would reduces the welfare rolls as you suggeted and since America is supposedly a racist counry why wouldn't white evangelicals and republicans support abortion which kills mostly black babies?",92,,,,0.291624149659864,0.019997165532879817
Scrabaholic,"Waddy saidI can't understand why Democrats  are so pro-abortion.  Why kill off the future base of your party?  Oh, I forgot, you are couning on illegal immigrans.  You know, if you kill off your future voters here at home, you got to import some.Click to expand...They are not pro abortion, they are pro choice.I don't understand why so many conservatives are ani choice. They ostensibly wan govt out of our personal lives, but apparenly, only when they wan their freedoms.",92,Female,"Near Kingston, Onario, Canada",Conservative,0.5071428571428571,-0.1142857142857143
Scrabaholic,"Ignatius saidmost abortions are performed on black babiesClick to expand...This is not true.White patiens accouned for 39% of abortion procedures in 2014, black patiens for 28%, Hispanic patiens for 25%, and patiens of other races and ethnicities for 9%.Induced Abortion in the United States | Gutmacher InstitutClick to expand...",92,Female,"Near Kingston, Onario, Canada",Conservative,0.4138888888888889,-0.15277777777777776
Ignatius,"Scrabaholic saidThis is not true.Click to expand...What is mean by an ""induced"" abortionFuny, the same institute in August 2008 wrotThis much is true: In the United States, the abortion rate for black women is almost five times that for white women",92,,,,0.37916666666666665,-0.025833333333333337
