Poster,Content,Thread,Gender,Location,Political_leaning
iguanaman,"osca1 saidYes!   That's what I heard right on CNN - being reported by someone from Smerconish.com.The guy on CNN says ""there's a disconect to the polls we're seeing.He also says that there are indications this election will be like 2016 - with Clinon showing a lead but the result showing differenly.There's a hin of a landslide towards Trump this time.I looked it up.   Breitbart is also reporting ithtps://www.realclearpolitics.com/epolls/latest_pollsPoll: 56% Americans Say They Are Beter Off Now Under Trump Than Four Years Ago Under Obama-BidenA solid majority of 56 percen of Americans say they are beter off now than they were four years ago, a new Gallup survey reveals.www.breitbart.comNo wonder Pelosi's been in panic mode - trying to declare Trump menally unfitThey must know that Trump is way ahead in the real polls.Click to expand...Hmm.   I Guess people like being on the wrong track or that poll is nuts.Direction of CounryEconomist/YouGovRight Direction 28, Wrong Track 65Wrong Track +37Direction of CounryPolitico/Morning ConsultRight Direction 35, Wrong Track 65Wrong Track +30Direction of CounryReuters/IpsosRight Direction 26, Wrong Track 66Wrong Track +40htps://www.realclearpolitics.com/epolls/latest_polls",92,Male,Florida,Liberal
osca1,"iguanaman saidHmm.   I Guess people like being on the wrong track or that poll is nuts.Direction of CounryEconomist/YouGovRight Direction 28, Wrong Track 65Wrong Track +37Direction of CounryPolitico/Morning ConsultRight Direction 35, Wrong Track 65Wrong Track +30Direction of CounryReuters/IpsosRight Direction 26, Wrong Track 66Wrong Track +40htps://www.realclearpolitics.com/epolls/latest_pollsClick to expand...It may be wrong.....and it may be right.  Lol.   Unless we have a crystal ball - how can we be so sure?Look what happened in 2016!As for me, I'm banking on the logic of what I gave above.  In a nutshell1) If 56% say they are beter off now than 4 years ago - why would they wan to throw what they have now, and bring back Biden2) Silen Trump supporters exist.  That's what the study says.3)  Polls are geting it wrong, or, are deliberately giving disinformation to boost the morale of Democrats.  2016 all over againI could be wrong.  Or, I could be rightLike I say......November will tell.",92,Female,,
iguanaman,"osca1 saidIt may be wrong.....and it may be right.  Lol.   Unless you have a crystal ball - how can you be so sure?Look what happened in 2016!  You'd think you'd be more cautious by now.As for me, I'm banking on the logic of what I gave above.  In a nutshell1) If 56% say they are beter off now than 4 years ago - why would they wan to throw what they have now, and bring back Biden2) Silen Trump supporters exist.  That's what the study says.3)  Polls are geting it wrong, or, are deliberately giving disinformation to boost the morale of Democrats.  2016 all over againLike I say......November will tell.Click to expand...Let's see...Our counry is being ravaged by a pandemic that has already killed 215,000 of us, unemploymen is the highest it has ever been in an election year and you say most think they are beter off? I think that is nuts.New York (CNN Business)Heading ino the November election, the US jobs recovery is runing out of steam.The economy added 661,000 jobs in September, the Bureau of Labor Statistics said Friday. The unemploymen rate stood at 7.9%.This is the highest the unemploymen rate has been ahead of a presidenial election since the governmen started tracking the monhly rate in 1948.In 2012, when the counry re-elected Presiden Barack Obama, the pre-election unemploymen rate was initially also reported at 7.9%, before geting revised down to 7.8%.Click to expand...htps://www.cn.com/2020/10/02/economy/september-2020-jobs-report-election/index.html",92,Male,Florida,Liberal
osca1,"iguanaman saidLet's see...Our counry is being ravaged by a pandemic that has already killed 215,000 of us, unemploymen is the highest it has ever been in an election year and you say most think they are beter off? I think that is nuts.htps://www.cn.com/2020/10/02/economy/september-2020-jobs-report-election/index.htmlClick to expand...What counry isn't being ravaged by corona virus? What counry isn't being devastated economically?So what if it's an election year?  UNLESS you're saying this has been pre-planed to happen - by whom? CHINA?That's why CNN is full of bs.  It's just a piece rag for the Dems.They're really on full atack mode lately - that's why I think they're in panic mode.  That's another reason I forgot to menion above.It's the irrational coverage by Dem-leaning mainstream media that's sorta tipping me that there's more to this poll about Trump highly likely to win",92,Female,,
osca1,"""Sky News conributor Joe Siracusa says while Joe Biden is likely to win the November election, there is a clear disconect between polling and the Democrats decision to coninue pouring in resources to so-called ""safe"" states.",92,Female,,
MTAtech,"osca1 said""Sky News conributor Joe Siracusa says while Joe Biden is likely to win the November election, there is a clear disconect between polling and the Democrats decision to coninue pouring in resources to so-called ""safe"" states.Click to expand...'m not going to second-guess the campaign. Biden is swimming in donations and if they wan to spend money in safe states -- to make sure, that's their call.",92,Male,,Liberal
poweRob,"osca1 said.........and those that don't like Trump personally, will just pinch their noses................... and end up voting for him anyway!Lol.  Only stupids will  get rid of the Presiden that made them beter off now that they were 4 years ago.What more - if they are beter off now than they were before - why would they bring back BidenIn the end, voters will vote based on ............................ ""what's in my wallet.  Who made that possible?Click to expand...",92,Male,New Mexico,Progressive
wt78640,Aun Anifa saidSo then you donxe2x80x99t believe Tara Reade. Or any of Clinonxe2x80x99s accusers. Huh. Fair!Click to expand...I believe that folks are inocen unil convicted of a crime.  That seems fair to me.,93,Male,"Uhland, Texas",Libertarian
Aun Anifa,wt78640 saidI believe that folks are inocen unil convicted of a crime.  That seems fair to me.Click to expand...Okay. So you donxe2x80x99t believe them.,93,Female,,Progressive
wt78640,Aun Anifa saidOkay. So you donxe2x80x99t believe them.Click to expand...I donxe2x80x99t believe that an accusation indicates guilt.  Do you?,93,Male,"Uhland, Texas",Libertarian
Aun Anifa,"wt78640 saidI donxe2x80x99t believe that an accusation indicates guilt.  Do you?Click to expand...Of course not. So you donxe2x80x99t believe them. I donxe2x80x99t know why you keep asking me about this when Ixe2x80x99m not saying anytihng you disagree with, unless you disagree with me.",93,Female,,Progressive
wt78640,"Aun Anifa saidOf course not. So you donxe2x80x99t believe them. I donxe2x80x99t know why you keep asking me about this when Ixe2x80x99m not saying anytihng you disagree with, unless you disagree with me.Click to expand...I disagreed with your initial (post #10?) claim that the 25 allegations werexe2x80x9ccrediblexe2x80x9d.  Based on the fact that none of those allegations resulted in criminal prosecutions, what made you deem them to bexe2x80x9ccrediblexe2x80x9d?",93,Male,"Uhland, Texas",Libertarian
EnigmaO01,"Rogue Valley saidThe Memo: Biden landslide creeps ino viewA landslide victory for Joe Biden is now a realistic possibility.hehill.comFrom my understanding, the RNC is almost out of advertising money.  Trump plans a barnstorming tour, but those that turnout at his rally's are already Trump supporters. He is atracting few new converts. Try as he might, Trump canot escape coronavirus and his mishandling of the pandemic from the begining. Especially damming to Trump are the Woodward recordings concerning COVID and his ugly commens about US military dead (losers and suckers).  Adding to his problems are articles by the NYT concerning Trumps taxes and how his properties have served as ""pay-to-play"" influence conduits. Vulnerable GOP Congress criters are trying to put distance between themselves and Trump (they canot - they have all acted as dedicated Trump enablers).All that said, do not accept complacency. Make sure you VOTE!Click to expand...Just sen money to the Lincoln Project. Lincoln Project you rock!",93,Male,Indian,Other
EnigmaO01,"Roadvirus said25 women, ZERO evidence.Meanwhile, we got videos, photos and audio of Joey and his creepiness.Click to expand...One woman claiming this, could be writen off. Even a couple. But when you get to 25 women there's something serious going on. Deny it all you wanAnd there is evidence. It just can't go to court unil the fat slob looses the election",93,Male,Indian,Other
Jack Hays,"2020 ELECTIONOctober 13, 2020 6:00 AMWhat Pollsters Have Changed Since 2016xe2x80x94 And What Still Worries Them About 2020By Geoffrey Skelley and Nathaniel Rakich",93,Male,"Williamsburg, Virginia",Independen
Aun Anifa,"wt78640 saidI disagreed with your initial (post #10?) claim that the 25 allegations werexe2x80x9ccrediblexe2x80x9d.  Based on the fact that none of those allegations resulted in criminal prosecutions, what made you deem them to bexe2x80x9ccrediblexe2x80x9d?Click to expand...Why? You have declared only criminal prosecution and conviction is proof of guilt. So I asked if you believed this criteria for all of these charges. You said you did.Why do I have to prove what I think when we agree that youxe2x80x99re not saying anything conroversial?",93,Female,,Progressive
wt78640,Aun Anifa saidWhy? You have declared only criminal prosecution and conviction is proof of guilt. So I asked if you believed this criteria for all of these charges. You said you did.Why do I have to prove what I think when we agree that youxe2x80x99re not saying anything conroversial?Click to expand...Hmm... have you now decided that those 25 allegations were notxe2x80x9ccrediblexe2x80x9d since we allegedly agree?,93,Male,"Uhland, Texas",Libertarian
Aun Anifa,"wt78640 saidHmm... have you now decided that those 25 allegations were notxe2x80x9ccrediblexe2x80x9d since we allegedly agree?Click to expand...No! I donxe2x80x99t agree with your philosophy that only via prosecution and conviction is an allegation true. I can use my own judgemen to review pertinen facts, the folks involved, their histories, etc.We agree in the sense that if you are stating you donxe2x80x99t believe any allegation unless prosecuted and convicted that there isnxe2x80x99t anything youxe2x80x99re saying thatxe2x80x99s super conroversial. I just donxe2x80x99t share your overall position and preferred decision-making process.",93,Female,,Progressive
Tim the plumber,"Aun Anifa saidNo! I donxe2x80x99t agree with your philosophy that only via prosecution and conviction is an allegation true. I can use my own judgemen to review pertinen facts, the folks involved, their histories, etc.We agree in the sense that if you are stating you donxe2x80x99t believe any allegation unless prosecuted and convicted that there isnxe2x80x99t anything youxe2x80x99re saying thatxe2x80x99s super conroversial. I just donxe2x80x99t share your overall position and preferred decision-making process.Click to expand...If somebody has been raping 25 women with litle planing and it being a thing at parties etc I would expect that there would somewhere be some sort of actual evidence.It is odd that such a thing would have no credible witesses and actual evidence.",93,Male,Sheffield,Other
Aun Anifa,"Tim the plumber saidIf somebody has been raping 25 women with litle planing and it being a thing at parties etc I would expect that there would somewhere be some sort of actual evidence.It is odd that such a thing would have no credible witesses and actual evidence.Click to expand...Gee, itxe2x80x99s so weird that Jeffrey Epstein got away with what he got away with for so long. I wonder why. I wonder why powerful wealthy men have been able to rape women forever with no repurcussions. It canxe2x80x99t possibly be the money and all the other dudes willing to call all those women liars, could it",93,Female,,Progressive
Perotist,"Rogue Valley saidThe Memo: Biden landslide creeps ino viewA landslide victory for Joe Biden is now a realistic possibility.hehill.comFrom my understanding, the RNC is almost out of advertising money.  Trump plans a barnstorming tour, but those that turnout at his rally's are already Trump supporters. He is atracting few new converts. Try as he might, Trump canot escape coronavirus and his mishandling of the pandemic from the begining. Especially damming to Trump are the Woodward recordings concerning COVID and his ugly commens about US military dead (losers and suckers).  Adding to his problems are articles by the NYT concerning Trumps taxes and how his properties have served as ""pay-to-play"" influence conduits. Vulnerable GOP Congress criters are trying to put distance between themselves and Trump (they canot - they have all acted as dedicated Trump enablers).All that said, do not accept complacency. Make sure you VOTE!Click to expand...Trump hasn't added any new supporters since he became presiden. 46% that he received in 2016 is in my opinion, the highest he can expect in 2020. Biden on the other hand is much less disliked by swing voters, you can call them independens than Hillary Clinon was. Trump won these swing voters, independens in 2016 46-42 with 12% voting against both major party candidates. Their disdain for both was that high that they gladly voted for a candidate they knew had no chance of wining.I would estimate looking at all the recen polls that Biden has picked up at least half of that 12%. They still don't like Trump, but being they disliked Biden a lot less than Clinon, they moved ino Biden's corner. The result is Biden being between 49-51% in the polls since May while Trump is stuck down at between 41-43%. Rarely has either on risen above or fallen below those percenages. It seems most folks have made up their minds who they'll vote for as far back as May and it seems there is no changing their minds. We still have around 7% undecided, but not enough for Trump to overcome Biden's lead. Back in 2016 at this time or poin in the campaign, there were 16% undecided. A fairly large pool for Trump to pull from to overcome what was at that time a four poin Hillary lead. With Biden ahead by 10, with the small pool of 7% to overcome that, I can't see Trump pulling this outThe only question left in my mind, will Biden have coat tails enough to pull the senate ino democratic conrol. I have a net gain of 4 for the democrats as of today, but with some good coat tails, that 4 could turn ino 8 or something in-between",93,Male,Georgia,Other
Tim the plumber,"Aun Anifa saidGee, itxe2x80x99s so weird that Jeffrey Epstein got away with what he got away with for so long. I wonder why. I wonder why powerful wealthy men have been able to rape women forever with no repurcussions. It canxe2x80x99t possibly be the money and all the other dudes willing to call all those women liars, could itClick to expand...If there is some sort of prepaired situation, where the environmen is conroled, office secured, secetary outside doing cover etc, then yes sure.When these things are supposed to have happened in les conroled situations then I don't see how it is so credible.Epstein was broken wide open once his power wen. The first few atacks suddenly became overwhelming for his power as evidence mouned up. This is not the case with this one.",93,Male,Sheffield,Other
Aun Anifa,"Perotista saidTrump hasn't added any new supporters since he became presiden. 46% that he received in 2016 is in my opinion, the highest he can expect in 2020. Biden on the other hand is much less disliked by swing voters, you can call them independens than Hillary Clinon was. Trump won these swing voters, independens in 2016 46-42 with 12% voting against both major party candidates. Their disdain for both was that high that they gladly voted for a candidate they knew had no chance of wining.I would estimate looking at all the recen polls that Biden has picked up at least half of that 12%. They still don't like Trump, but being they disliked Biden a lot less than Clinon, they moved ino Biden's corner. The result is Biden being between 49-51% in the polls since May while Trump is stuck down at between 41-43%. Rarely has either on risen above or fallen below those percenages. It seems most folks have made up their minds who they'll vote for as far back as May and it seems there is no changing their minds. We still have around 7% undecided, but not enough for Trump to overcome Biden's lead. Back in 2016 at this time or poin in the campaign, there were 16% undecided. A fairly large pool for Trump to pull from to overcome what was at that time a four poin Hillary lead. With Biden ahead by 10, with the small pool of 7% to overcome that, I can't see Trump pulling this outThe only question left in my mind, will Biden have coat tails enough to pull the senate ino democratic conrol. I have a net gain of 4 for the democrats as of today, but with some good coat tails, that 4 could turn ino 8 or something in-betweenClick to expand...This is an excellen post. Thank you.I think Biden is going to have coatails for the same reason Trump is going to lose bigly: this is a repudiation election. Joe is exactly what he was projected to be: a completely safe, comfortable landing spot for the counry. And I think the counry is responding by leting it rip in regards to Trump and the GOP.xe2x80x99ve said this before: Trumpxe2x80x99s base owns this. If they held him even a litle accounable for the last 4 years, we may not be where we are and their boy might actually be on the verge of eking out another EC win",93,Female,,Progressive
JasperL,"Tim the plumber saidI forsee a landslide but I don't know which side it will be.I fthe polls are right the Jo wins, if there are vast numbers of Trumpers out there who will deny that they are for social pressure reasons and sleepy causes half the Dems to not bother then Trump wins and the world is safer from the corruption of the carrer politicianClick to expand...Well, we can already see an enormous turnout, and all the evidence so far is it's dominated by Democrats so there's nothing to indicate complacency on the D side, and lots of evidence that most D's are like me and will crawl over broken glass to vote, and plan on voting in the first few days of early voting in my area. And my vote is going to be worthless because Trump will carry TN handily, but I'm going to register itAnd it would be nice if Trump saves us from the corrupt of ""carrer politician"" and keeps up the massive corruption from right wing hangers on and deplorables, that we've seen for the past 4 years.  Wan a favor from Trump - have a party at his D.C. hotel and join Mar-a-lago!  Oh, you've never built anything larger than a house?  Well, you're a buddy so here's a $1 billion governmen conract for the wall, when the wall you built with private money is falling down!!",93,Male,Tenessee,
Aun Anifa,"Tim the plumber saidIf there is some sort of prepaired situation, where the environmen is conroled, office secured, secetary outside doing cover etc, then yes sure.When these things are supposed to have happened in les conroled situations then I don't see how it is so credible.Epstein was broken wide open once his power wen. The first few atacks suddenly became overwhelming for his power as evidence mouned up. This is not the case with this one.Click to expand...So once he lost power, only then was he punished.Whatxe2x80x99d I say?",93,Female,,Progressive
Jack Hays,Electoral College: With 20 Days to Election Trump Runing Ahead of 2016 Polls,93,Male,"Williamsburg, Virginia",Independen
Slavister,"Perotista saidTrump hasn't added any new supporters since he became presiden. 46% that he received in 2016 is in my opinion, the highest he can expect in 2020. Biden on the other hand is much less disliked by swing voters, you can call them independens than Hillary Clinon was. Trump won these swing voters, independens in 2016 46-42 with 12% voting against both major party candidates. Their disdain for both was that high that they gladly voted for a candidate they knew had no chance of wining.I would estimate looking at all the recen polls that Biden has picked up at least half of that 12%. They still don't like Trump, but being they disliked Biden a lot less than Clinon, they moved ino Biden's corner. The result is Biden being between 49-51% in the polls since May while Trump is stuck down at between 41-43%. Rarely has either on risen above or fallen below those percenages. It seems most folks have made up their minds who they'll vote for as far back as May and it seems there is no changing their minds. We still have around 7% undecided, but not enough for Trump to overcome Biden's lead. Back in 2016 at this time or poin in the campaign, there were 16% undecided. A fairly large pool for Trump to pull from to overcome what was at that time a four poin Hillary lead. With Biden ahead by 10, with the small pool of 7% to overcome that, I can't see Trump pulling this outThe only question left in my mind, will Biden have coat tails enough to pull the senate ino democratic conrol. I have a net gain of 4 for the democrats as of today, but with some good coat tails, that 4 could turn ino 8 or something in-betweenClick to expand...All Trump has to do is to keep them home not voting. In 2016, Comey helped with that. Do you think team Trump forgot about it? Do you really think we've seen his October surprise already or that he is not planing on one or few of those?",93,,,
JasperL,"Jack Hays saidElectoral College: With 20 Days to Election Trump Runing Ahead of 2016 PollsClick to expand...The difference is at that poin Hillary was polling around 44 or 45 and Trump at 39, the rest 16% undecided.In 2020, it's 50-45 in the batleground states, and only 5% undecided.  There's a lot fewer people TO move this time around.  Trump has to get almost all the undecideds....  Good luck with that I guess, but Trump is not ""runing ahead"" by any rational measure.  More importanly, there was a lot of voter apathy last time with Hillary, and many didn't vote, but this time we're seeing record turnout, especially from Democrats, across the counry, like we saw record Democratic turnout in 2018.Obviously Trump can still win, but there's no objective reason to think so on this date.  If something changes, his odds change, but it's going to have to be big.  I doubt if Comey equivalen is around to open up another chapter in BUTHEREMAILS at the last possible momen, but you can never coun out Consigliere Barr for some late day shenanigans.",93,Male,Tenessee,
Jack Hays,"JasperL saidThe difference is at that poin Hillary was polling around 44 or 45 and Trump at 39, the rest 16% undecided.In 2020, it's 50-45 in the batleground states, and only 5% undecided.  There's a lot fewer people TO move this time around.  Trump has to get almost all the undecideds....  Good luck with that I guess, but Trump is not ""runing ahead"" by any rational measure.  More importanly, there was a lot of voter apathy last time with Hillary, and many didn't vote, but this time we're seeing record turnout, especially from Democrats, across the counry, like we saw record Democratic turnout in 2018.Obviously Trump can still win, but there's no objective reason to think so on this date.  If something changes, his odds change, but it's going to have to be big.  I doubt if Comey equivalen is around to open up another chapter in BUTHEREMAILS at the last possible momen, but you can never coun out Consigliere Barr for some late day shenanigans.Click to expand...You may very well be right; I'm just passing along the RCP numbers.  Mrs. Hays and I already cast our votes for Biden",93,Male,"Williamsburg, Virginia",Independen
BrotherFease,"Biden looks like he's in great shape. He's got about 226 electoral college votes in the bag. He's leading in 9 out of the 11 swing states. Polls show he's leading among senior citizens who traditionally favor the Republicans. Biden has a large lead among women and virtually tied among menTrump has made prety much all of the missteps. Poor debate performance against Biden. You have the struggling economy. You have Covid-19 still out of conrol. You have the taxes, Bob Woodward book, and the fact he got covid-19 after disobeying his own governmen's safety precautions.On the other hand, we could see a scandal break out for Biden a week before the election. You never know what those late-late deciders will break toward. In presidenial politics, there's no such thing as a guaranee. We could see another 1948 or a 2016. There's also a possibility that the GOP in Texas, Florida and Ohio will fight to stop the electors in those states from casting their ballots or drag us through a long-winded Supreme Court fight",93,Male,Western New York,Moderat
BrotherFease,"Jack Hays saidElectoral College: With 20 Days to Election Trump Runing Ahead of 2016 PollsClick to expand...RCP's headline is not exactly true. They are referring to the swing/batleground states. In those states, Clinon was prety idenical to Biden, especially in Wisconsin, Michigan and Pen. However, RCP did have Clinon with 203 safe electoral college votes heading ino the election. Trump had 164. In 2020, Biden is at 226 and Trump is at 125.",93,Male,Western New York,Moderat
ReubenSherr,"BrotherFease saidTrump has made prety much all of the missteps. Poor debate performance against Biden. You have the struggling economy. You have Covid-19 still out of conrol. You have the taxes, Bob Woodward book, and the fact he got covid-19 after disobeying his own governmen's safety precautions.Click to expand...A lot of false assumptions here.Polling, immediately after the first debate, but before his Covid diagnosis, showed Trump gaining ground.  Check the IBD and USC tracker the two days following the debate.The ""struggling economy"" is nonsense.  Our economy is recovering 10 times as quickly as it would be if Democrats were in office, everyone knows thatCovid-19 ""still out of conrol"" is not accurate, if you are talking about severe cases.No one cares about Trump's taxes.  And Trump's approval didn't budge an inch as the result of the Woodward book, neither did his poll numbers at that time.Much of this is liberal fanasy.What DID drive down Trump's poll numbers was, surprise, his being hospitalized.And now that Americans are geting the impression that Trump has recovered fully, polling, including The Hill and IBD, is showing him trending back up.  IBD shows him gaining 2.5 poins in the past day, and Rasmussen shows Trump with 46% support, compared to 40% last week.Over Half Still Say They Are Likely to Vote Against TrumpSlightly more than half of voters still say they are more likely to vote against Presiden Trump, a finding that hasnxe2x80x99t changed in a year of regular surveying.www.rasmussenreports.com",93,Male,"San Luis Obispo, CA",Slightly Conservative
JacksinPA,"Trump's atacks on Obamacare could cost him in Texas and FloridaNumber of uninsured Americans surgesxe2x80x93 and provokes a movemen that might shape the results in two key stateswww.theguardian.comNumber of uninsured Americans surgesxe2x80x93 and provokes a movemen that might shape the results in two key statesWhen Donald Trump began campaigning for the presidency that he captured in 2016, he promised to decimate the Affordable Care Act. His agenda was in no way hiddenxe2x80x9cItxe2x80x99s gota go,xe2x80x9d Trump said of the ACA in an inerview with CNNxe2x80x99s Dana Bash.xe2x80x9cRepeal and replace with something terrific.xe2x80x9dMore than five years later, the presiden still hasnxe2x80x99t articulated a plan for a system to replace Obamacare. But his administrationxe2x80x99s repeated atacks on Barack Obamaxe2x80x99s signature presidenial achievemen, along with other policy decisions, have conributed to a dramatic surge in the number of uninsured Americanxe2x80x93 and provoked a movemen that might shape the results in two huge batleground states.xe2x80x9cThere is absolutely no doubt that healthcare is one of the top issues in this election and one of the most importan for Latino voters in Florida,xe2x80x9d said Abel Iraola, a spokesman for the Florida office of NextGen America, which supports progressive candidates by rallying the youth vote.xe2x80x9cLatino families in Florida are facing the brun of this crisis on every level, from healthcare to their pocketbooks.xe2x80x9dDismanling health care in states like FL & TX with large elderly populations could cost Trump those key states. He has no plan to replace the ACA despite his lies to the conrary.",94,Male,,Progressive
Phys251,"JacksinPA saidTrump's atacks on Obamacare could cost him in Texas and FloridaNumber of uninsured Americans surgesxe2x80x93 and provokes a movemen that might shape the results in two key stateswww.theguardian.comNumber of uninsured Americans surgesxe2x80x93 and provokes a movemen that might shape the results in two key statesWhen Donald Trump began campaigning for the presidency that he captured in 2016, he promised to decimate the Affordable Care Act. His agenda was in no way hiddenxe2x80x9cItxe2x80x99s gota go,xe2x80x9d Trump said of the ACA in an inerview with CNNxe2x80x99s Dana Bash.xe2x80x9cRepeal and replace with something terrific.xe2x80x9dMore than five years later, the presiden still hasnxe2x80x99t articulated a plan for a system to replace Obamacare. But his administrationxe2x80x99s repeated atacks on Barack Obamaxe2x80x99s signature presidenial achievemen, along with other policy decisions, have conributed to a dramatic surge in the number of uninsured Americanxe2x80x93 and provoked a movemen that might shape the results in two huge batleground states.xe2x80x9cThere is absolutely no doubt that healthcare is one of the top issues in this election and one of the most importan for Latino voters in Florida,xe2x80x9d said Abel Iraola, a spokesman for the Florida office of NextGen America, which supports progressive candidates by rallying the youth vote.xe2x80x9cLatino families in Florida are facing the brun of this crisis on every level, from healthcare to their pocketbooks.xe2x80x9dDismanling health care in states like FL & TX with large elderly populations could cost Trump those key states. He has no plan to replace the ACA despite his lies to the conrary.Click to expand...The turnaround in Obamacare's popularity helped the Democrats take the House in 2018. Clearly the Rethuglicans did not learn their lesson",94,Male,Georgia,Slightly Liberal
Greenbeard,"Phys251 saidThe turnaround in Obamacare's popularity helped the Democrats take the House in 2018. Clearly the Rethuglicans did not learn their lessonClick to expand...A replay of the last election sounds good.March 2017: The GOP Health Care Bill Is Unpopular Even In Republican DistrictJune 2017: Poll: Only 17% approve of Senate [GOP] health care billAugust 2018: Fox News poll: Voters like Obamacare more than GOP tax cutSeptember 2018: Half of 2018xe2x80x99s Democratic campaign ads are about health careOctober 2018: To Rally Voters, Democrats Focus on Health Care as Their Closing ArgumenNovember 2018: Democrats won the House with the largest midterms margin of all time | Health care topped the economy as the biggest issue for votersAnd the GOP coninues to try and take away people's health care after horrifically botching a pandemic response.",94,Male,"Cambridge, MA",Slightly Liberal
Taylor,50% of voters disagree.,94,,US,
ObamacareFail,"JacksinPA saidTrump's atacks on Obamacare could cost him in Texas and FloridaNumber of uninsured Americans surgesxe2x80x93 and provokes a movemen that might shape the results in two key stateswww.theguardian.comNumber of uninsured Americans surgesxe2x80x93 and provokes a movemen that might shape the results in two key statesWhen Donald Trump began campaigning for the presidency that he captured in 2016, he promised to decimate the Affordable Care Act. His agenda was in no way hiddenxe2x80x9cItxe2x80x99s gota go,xe2x80x9d Trump said of the ACA in an inerview with CNNxe2x80x99s Dana Bash.xe2x80x9cRepeal and replace with something terrific.xe2x80x9dMore than five years later, the presiden still hasnxe2x80x99t articulated a plan for a system to replace Obamacare. But his administrationxe2x80x99s repeated atacks on Barack Obamaxe2x80x99s signature presidenial achievemen, along with other policy decisions, have conributed to a dramatic surge in the number of uninsured Americanxe2x80x93 and provoked a movemen that might shape the results in two huge batleground states.xe2x80x9cThere is absolutely no doubt that healthcare is one of the top issues in this election and one of the most importan for Latino voters in Florida,xe2x80x9d said Abel Iraola, a spokesman for the Florida office of NextGen America, which supports progressive candidates by rallying the youth vote.xe2x80x9cLatino families in Florida are facing the brun of this crisis on every level, from healthcare to their pocketbooks.xe2x80x9dDismanling health care in states like FL & TX with large elderly populations could cost Trump those key states. He has no plan to replace the ACA despite his lies to the conrary.Click to expand...Such inellectual dishonesty. Trump and the republicans actually have discussed alternatives to Obamacare that would have included protecting pre-existing conditions and a transition period allowing pleny of time to switch form one one system to the next. That was not the case with Obamacare. My inroduction to Obamacare came with a cancellation leter in 2013 when the Individual mandate wen ino effect.  Your suggestion of dismanling healthcare in states like Fl and Texas is an outright bald faced lie. And as for the elderly, have you never heard of Medicare? To hear some of you libruls, one would think that healthcare never existed prior to Obamacare.",94,Male,Eart,Conservative
JacksinPA,"ObamacareFail saidSuch inellectual dishonesty. Trump and the republicans actually have discussed alternatives to Obamacare that would have included protecting pre-existing conditions and a transition period allowing pleny of time to switch form one one system to the next. That was not the case with Obamacare. My inroduction to Obamacare came with a cancellation leter in 2013 when the Individual mandate wen ino effect.  Your suggestion of dismanling healthcare in states like Fl and Texas is an outright bald faced lie. And as for the elderly, have you never heard of Medicare? To hear some of you libruls, one would think that healthcare never existed prior to Obamacare.Click to expand...Discussed, as among themselves? Why no public unveiling just prior to the election? I think this is BS.",94,Male,,Progressive
ObamacareFail,They were discussed and in one case wen to a vote...only to be shot down by that RINO turd John McCain,94,Male,Eart,Conservative
JacksinPA,ObamacareFail saidThey were discussed and in one case wen to a vote...only to be shot down by that RINO turd John McCainClick to expand...That was  repeal of the ACA that he voted against,94,Male,,Progressive
Greenbeard,ObamacareFail saidThey were discussed and in one case wen to a vote...only to be shot down by that RINO turd John McCainClick to expand...McCain voted against a repeal bill that had no replacemen atached to it,94,Male,"Cambridge, MA",Slightly Liberal
ObamacareFail,Yes...however that repeal would have come with both sides of congress working together to come up with an actually viable healthcare plans while immediate giving alternative options without cancelling anyon's presen Obamacare policy,94,Male,Eart,Conservative
JacksinPA,ObamacareFail saidYes...however that repeal would have come with both sides of congress working together to come up with an actually viable healthcare plans while immediate giving alternative options without cancelling anyon's presen Obamacare policyClick to expand...Never happen today.,94,Male,,Progressive
JacksinPA,ObamacareFail saidYes...however that repeal would have come with both sides of congress working together to come up with an actually viable healthcare plans while immediate giving alternative options without cancelling anyon's presen Obamacare policyClick to expand...Never happen. Dream on,94,Male,,Progressive
ObamacareFail,"JacksinPA saidNever happen. Dream onClick to expand...If you are not close to retiremen age or have children, you had beter hope it does. Obamacare rather then making healthcare affordable is now costing the average family an additional $7000.00 anually for healthcare then it did prior to Obamacare. I am now semi retired and have Medicare Part A as well as Veterans Healthcare, however not all Americans have those options. Something will have to give in regards to Obamacare.",94,Male,Eart,Conservative
reflechissez,"ObamacareFail saidIf you are not close to retiremen age or have children, you had beter hope it does. Obamacare rather then making healthcare affordable is now costing the average family an additional $7000.00 anually for healthcare then it did prior to Obamacare. I am now semi retired and have Medicare Part A as well as Veterans Healthcare, however not all Americans have those options. Something will have to give in regards to Obamacare.Click to expand...Show your work.",94,Female,Wakanda,Liberal
ObamacareFail,reflechissez saidShow your work.Click to expand...Show yours.,94,Male,Eart,Conservative
Finch,"ObamacareFail saidYes...however that repeal would have come with both sides of congress working together to come up with an actually viable healthcare plans while immediate giving alternative options without cancelling anyon's presen Obamacare policyClick to expand...Republicans had both the house and senate....They just needed a plan before repealing, they didn't",94,,,
