Poster,Content,Thread,Gender,Location,Political_leaning
Travis007,Conservative saidWonder if the 23 million unemployed/under employed Americans today care about Romney's tax returns?Click to expand..... they are more worried if Snoop Dog and P Diddy will play a concert in the Oval Office with Bon Jovi..because Obama is the coolest.. he did lots of drugs..thats COOL!!!,37,Male,NJ,Conservative
Travis007,"Gimmesometruth saidIf they vote, it does appear to concern them.Click to expand...hahahaa..Reuters...the most read beloved publication of Terrorists..or as Reuters calls them ""freedom fighters",37,Male,NJ,Conservative
PeteEU,"American saidLooks like you and hazlnut are drinking from the same Koolaid jug. What proof do you have? I'll bet you even believe that Romney fills out his own tax return forms, instead of paying a professional accouning firm to do itClick to expand...LOL of course he does not do his own taxes. He does not even wipe his own ass... he has people for that",37,Male,Denmark,Cenrist
Conservative,"Gimmesometruth saidIf they vote, it does appear to concern them.Click to expand...37%? What is the percenage of people voting Democrat in that number? Do you know the make up of that poll? Why does Romney's tax returns bother you so much? What effect would they have on the debt that Obama has generated or the economic results Obama has created? Just another diversion from someone who is an ""American Idol"" voter and buys what they are told by the left ignoring reality.",37,Male,"Houston, TX",Conservative
Aberration,"Gimmesometruth saidIf they vote, it does appear to concern them.Click to expand...37%, based on what they'heard'.  :lamo",37,Male,Oregon,Independen
PeteEU,"Travis007 saidhahahaa..Reuters...the most read beloved publication of Terrorists..or as Reuters calls them ""freedom fightersClick to expand...Ahh a classic tactic. You do realize that Reuters is not a ""publication"" but a news organisation right? You also do know that your favourite news outlets uses Reuters sources more often than they use their own reporters right? Are you saying that Fox News is a terrorist sympathising news source now?",37,Male,Denmark,Cenrist
Travis007,PeteEU saidLOL of course he does not do his own taxes. He does not even wipe his own ass... he has people for thatClick to expand...we are not talking about Obama and his relationship with the New York Times... stay on subject..,37,Male,NJ,Conservative
Somerville,"Bronson saidIt's poining out your obvious selective outrage and hypocrisyTell me, did Romney release any less amoun of tax returns than McCain did? How about Harry Reid. How many tax returns has Harry Reid released? It's easy to claim ""I heard you (insert horrible crime here) but I don't know it's if it's true or not"". It's a drinking game in high school.Click to expand...McCain did release two years worth of tax returns but he was the first nominee in thirty years to release less than five years.  Romney keeps saying he has released two years but so far he has only shown us part of one year.Romney Has Disclosed Zero Complete Tax ReturnZero. That is the number of full IRS returns W. Mit Romney has disclosed.He claims that he disclosed his 2010 returns. Repeatedly.But it is not true.It turns out Romney either lied to the American public or filed an incomplete and incompeten IRS return in 2010.W. Mit Romney is hiding the documen that reveals more information about the money he is hiding in financial institutions favored by despots, terrorists, drug dealers, money launderers and tax cheats.Specifically he is hiding the IRS documen that gives details about his Swiss Bank Accoun, known as the Report on Foreign Bank and Financial Accouns.Click to expand...o forestall atempts by some to claim an ad hominem defence, here's a bit about the guy who wrote the preceding wordsThe views and opinions expressed in this post are those of the author and do not necessarily reflect the official policy or position of CBS Local.The 2011 tax return report will be released when it is ""completed"" - which will be just a couple weeks before the electionRepublican presidenial hopeful Mit Romney, responding to criticism from Democrats over his refusal to release tax returns from before 2010, said today that he will publicize his 2011 return when itxe2x80x99s completed.Read more on Newsmax.com: Romney: I Will Release 2011 Tax ReturnClick to expand... I would advise anyone clicking thru to the Newsmax site, simply read the piece but don't click anything on their page unless you like spam",37,,On an island. Not that one!,Socialist
Travis007,"Aberration said37%, based on what they'heard'.  :lamoClick to expand...Hes talking baout the Majority of the Obamabots and or drugged up college kids..you know the Obama base..",37,Male,NJ,Conservative
Conservative,"Hairytic saidObama is very competen. I don't see how anyone can see his history and claim he isn't a sucess. We simply dissagree on Obama's political views. That is no reason to go off on a ran about about Obama.Click to expand...This has to be an act for no one can be as poorly informed as you. You coninue to never offer specifics just leftwing talking poins. Results don't mater to you, do they?",38,Male,"Houston, TX",Conservative
Conservative,"Hairytic saidObama is very competen. I don't see how anyone can see his history and claim he isn't a sucess. We simply dissagree on Obama's political views. That is no reason to go off on a ran about about Obama.Click to expand...Please tell me what economic results from Obama show a success. Further the Obama Administration that calls Romney a liar beter look at their own actions and rhetoric. Those that claim Romney's ""5 trillion"" dollar tax cut will raise taxes on the middle class when the reality is the source Obama uses is pushing back and says Obama misrepresened his study.Princeton economist asks Obama to stop misrepresening his analysis of Romney tax plan | Conservative News, Views & Books",38,Male,"Houston, TX",Conservative
Paschendale,"Personally, I think this whole claim about Romney reaching across the aisle thing is hilarious.  I am amazed how quickly Republicans can forget about the unheard of number of filibusters, and the single goal of blocking Obama's agendas.  No compromise.  No governance.  Just obstruction.  Why on Earth should we expect them to suddenly act differenly?",38,Male,New York Cit,Socialist
Conservative,"Paschendale saidPersonally, I think this whole claim about Romney reaching across the aisle thing is hilarious.  I am amazed how quickly Republicans can forget about the unheard of number of filibusters, and the single goal of blocking Obama's agendas.  No compromise.  No governance.  Just obstruction.  Why on Earth should we expect them to suddenly act differenly?Click to expand...Keep buying the Obama Administration lies. Tell us what legislation Obama has proposed that has been filibustered by the Republicans in the Senate which would have made a difference in the economic results?What exactly would Obama have to do to cost him your vote?",38,Male,"Houston, TX",Conservative
Velvet Elvis,"Hairytic;10609993641. saidObama never said it was unpatriotic to raise the debt, or as you said it tax, ceiling. What he said in 2008 is that Bush took a surplus and waged two wars which destroyed the surplus and caused us to go ino 9 trillion dollars of debt with China.Click to expand...Actually...he didn't menion the wars, but thanks for the lack of trying.2. What consumable taxes has Obama raised on the Middle CLass? I don't see he raised taxes on anyone.Click to expand...'m not going to name them all, but there's ObamaCare, the taning booth tax, cigarete tax, etc.  Just because it's not an ""income"" tax, doesn't mean the hack-in-chief can't find other ways to squeeze the masses of money.3. I don't recall Obama saying no taxes on Seniors making less than 50K.Click to expand...Well then, Google is your friend.4. I admit I don't know much about earmarks, but I couldn't find anything on it that wasn't from a right wing site.Click to expand...Change we need in Washington (Check 2/3 the way down)  This isn't a ""right wing site.""  It's directly from Obama's campaign.  Again...Google is your friend.5. Again, I couln't find anything on NASA being nice to muslims that wasn't right wing rhetoric.Click to expand...Here's something from San Francisco.  You won't find anything ""right wing"" there.6. The action in Lybia was a cooperation with the UN. There was no violation of the War ActClick to expand...Yes it was.  The presiden can only act alone when there is an imminen and direct threat to the USA.  Libya was never a direct threat to us.  Never.7. Obama didn't throw Mubarik under the bus. He simply said he didn't know where the US relationship with Egypt stands. WHat law they use to rule their counry by is not our business.Click to expand...You know how y'all liberals like to whine that ""Hussein wasn't a threat to us, and we should have left him alone?""  What comes around goes around.  Obama's ""help"" in Egypt directly caused a radical Sharia Law state.  Cry all you wan, but that's what he did.  Not G.W. Bush....Obama.I don't recall Obama saying anything about Gas prices in the 2008 elections.Click to expand...Here we go again.  Here....it's G..O..O..G..L..E..[dot]..c..o..m9. I can't find anything showing Obama supported the Keystone Pipeline in 2008.Click to expand...G..O..O..G..L..E10. I have yet to hear any reputable economists say that Obamacare would add to the deficit. It is paid for by a mandate.Click to expand...Have you ever heard of the Congressional Budget Office?How about the recen Supreme Court ruling that the mandate is actually a tax?Here's another article from Forbes on the issue.11. There is no 40% tax on healthcare plans.Click to expand...Ok...I'm sorry, I misspoke.  It's actually 40% tax on premiums above $8,500.0013. Obama was never for school voucher programs.Click to expand...Really?14. I found no evidence that Obama was for imported persciption drugs.Click to expand...That's because you didn't bother to look hard enough.15. I think Obama has been as transparen as possible.Click to expand...Not everyone has your sycophanic views.16. Obama didn't guaranee immigration reform.Click to expand...Actually...no.  He guaraneed an immigration bill in his first year.",38,Male,Midwest,Libertarian - Right
Velvet Elvis,Conservative saidWhat exactly would Obama have to do to cost him your vote?Click to expand...Start denying that governmen welfare check?,38,Male,Midwest,Libertarian - Right
Jack Fabulous,"Paschendale saidPersonally, I think this whole claim about Romney reaching across the aisle thing is hilarious.  I am amazed how quickly Republicans can forget about the unheard of number of filibusters, and the single goal of blocking Obama's agendas.  No compromise.  No governance.  Just obstruction.  Why on Earth should we expect them to suddenly act differenly?Click to expand...With the subject of this thread in mind... I PRAY that he does not compromise!!  The premise here seems to be that, if not for an obstructionist Republican House, the enire Obama agenda could have been passed and the counry would be in beter shape.  I disagree.  The Democrats had two full years of ""obstruction proof"" majority and they passed everything they damn well pleased.  What good did it do?  5 trillion further in debt and nothing to show for itI hope Romney wins, I hope they take the Senate, and I hope they widen the majority in the house.  And if they accomplish that, then I hope that they ram through a repeal of Obamacare in exactly the same maner in which it was passed in the first place.",38,Male,midwest,Conservative
jerry7,"Hairytic saidI disagree with everything you posted here. Your right wing slan isn't an accurate view of what Obama has done for the counry. Reagan didn't get us out of a worse recession. We were going off the economic cliff and heading for a major depression. Reagan brought us out of a long term recession by spending our way out of it. This is something the GOP refuses to let happen now. Obama couldn't have cooked the books on the unemploymen rate, especially with only a two day window. The unemploymen rate had nothing to do with the first presidenial debate. If the GOP had cooperated with Obama's jobs bills, we would be furthe along in the economic recovery. Now, to address your list1. Obama never said it was unpatriotic to raise the debt, or as you said it tax, ceiling. What he said in 2008 is that Bush took a surplus and waged two wars which destroyed the surplus and caused us to go ino 9 trillion dollars of debt with China.2. What consumable taxes has Obama raised on the Middle CLass? I don't see he raised taxes on anyone.3. I don't recall Obama saying no taxes on Seniors making less than 50K.4. I admit I don't know much about earmarks, but I couldn't find anything on it that wasn't from a right wing site.5. Again, I couln't find anything on NASA being nice to muslims that wasn't right wing rhetoric.6. The action in Lybia was a cooperation with the UN. There was no violation of the War Act7. Obama didn't throw Mubarik under the bus. He simply said he didn't know where the US relationship with Egypt stands. WHat law they use to rule their counry by is not our business.8. No presiden, includin Obama and Bush can conrol gas prices. I don't recall Obama saying anything about Gas prices in the 2008 elections.9. I can't find anything showing Obama supported the Keystone Pipeline in 2008.10. I have yet to hear any reputable economists say that Obamacare would add to the deficit. It is paid for by a mandate.11. There is no 40% tax on healthcare plans.12. This is one area I dsiagree on with Obama. He should have closed Guananamo, however, I don't know the reasons why he didn't. It's not much of an issue for me.13. Obama was never for school voucher programs.14. I found no evidence that Obama was for imported persciption drugs.15. I think Obama has been as transparen as possible.16. Obama didn't guaranee immigration reform. He said it was something he waned to work on, and he has been working on it. A law suite was filed to challenge laws that require papers being shown in cases where law enforcemen could profile people.Click to expand...1.  Obama called Bush ""UNPATRIOTIC"" - YouTube5.""When I became the NASA administrator, (Presiden Obama) charged me with three things,"" Bolden said in the inerview which aired last week. ""One, he waned me to help re-inspire children to wan to get ino science and math; he waned me to expand our inernational relationships; and third, and perhaps foremost, he waned me to find a way to reach out to the Muslim world and engage much more with dominanly Muslim nations to help them feel good about their historic conribution to science, math and engineering.Obama chooses path of submission - Longview News-Journal: Oped6.Several lawmakers from both parties on Wednesday accused Presiden Obama of violating the War Powers Resolution by coninuing American participation in NATOxe2x80x99s air war in Libya without Congressional authorization, but they struggled with the question of what Congress can or should do about it. At a hearing of the House Foreign Affairs Commitee, several members atacked Mr. Obama for failing to withdraw United States military forces from conflict after the expiration of a 60-day deadline for hostilities that have not been approved by Congress. The Libyan operation reached that deadline, which was imposed by the war powers law of the Vietam era, on Friday.xe2x80x9cThe presiden is not a king, and he shouldnxe2x80x99t act like a king,xe2x80x9d said Represenative Dan Burton, Republican of Indiana. Represenative Brad Sherman, Democrat of California, said the administration was treating lawmakers asxe2x80x9cirrelevanxe2x80x9d by failing to acknowledge that the deadline had passed or to explain itself.xe2x80x9cItxe2x80x99s time for Congress to step forward,xe2x80x9d said Mr. Shermanxe2x80x9cItxe2x80x99s time to stop shredding the U.S. Constitution in a presumed effort to bring democracy and constitutional rule of law to Libya.xe2x80x9dhtp://www.nytimes.com/2011/05/26/world/middleeast/26powers.html?_r=08.Videos: Obamaxe2x80x99s 2008 campaign fueled by rising gas pricesxc2xab Hot Air13. During the campaign, Obama said that if vouchers worked he would support them. The Education Departmen recenly revealed that studens who joined the voucher program in 2004 are now more than two school years ahead of their public school peers in reading.Obama's Compromise on D.C.'s School Vouchers Program | Andrew J. Coulson | Cato Institute: Commenary14 & 15.xe2x80x94 After weeks of talks, drug industry lobbyists were growing nervous. To cut a deal with the White House on overhauling health care, they needed to be sure that Presiden Obama would stop a proposal inended to bring down medicine prices. On June 3, 2009, one of the lobbyists e-mailed Nancy-An DeParle, the presidenxe2x80x99s health care adviser. Ms. DeParle reassured the lobbyist. Although Mr. Obama was overseas, she wrote, she and other top officials hadxe2x80x9cmade decision, based on how constructive you guys have been, to oppose importationxe2x80x9d on a differen proposal.Just like that, Mr. Obamaxe2x80x99s staff signaled a willingness to put aside support for the reimportation of prescription medicines at lower prices and by doing so solidified a compact with an industry the presiden had vilified on the campaign trail. Cenral to Mr. Obamaxe2x80x99s drive to remake the nationxe2x80x99s health care system was an unlikely collaboration with the pharmaceutical industry that forced unappealing trade-offs.Mr. Obamaxe2x80x99s deal-making in 2009 represened a pivotal momen in his young presidency, a juncture where the heady idealism of the campaign trail collided with the messy reality of Washington policy making. A presiden who had promised to negotiate on C-Span cut a closed-door deal with a powerful lobby, signifying to disillusioned liberal supporters a loss of inocence, or perhaps even the triumph of cynicism.htp://www.nytimes.com/2012/06/09/u...s-deal-with-industry-on-health-care.html?_r=1",38,Male,,Conservative
haymarket,All of the constan I HATE THE PRESIDENT OF THE USA threads on sites like this will be a whole lot more fun,38,,,
AliHajiSheik,"RDS saidHe will reduce taxes. He and his cronys will become richer. He has $200 million in the bank now and that will snowball.Click to expand...Of course, he never failed to take a public paycheck when he had the opportunity in his numerous instances of public service.  Oh wait, he's never taken a paycheck for public service.",38,Male,,
Bigdawg95,"I think Romney will make this nation beter, just cause of the fact that I feel like he really loves America. He will do whatever he can to get it back on track. Obama on the other hand..eh not so much.",38,Male,"Concordia, Mo",Very Conservative
Conservative,"jerry7 said1.  Obama called Bush ""UNPATRIOTIC"" - YouTube5.""When I became the NASA administrator, (Presiden Obama) charged me with three things,"" Bolden said in the inerview which aired last week. ""One, he waned me to help re-inspire children to wan to get ino science and math; he waned me to expand our inernational relationships; and third, and perhaps foremost, he waned me to find a way to reach out to the Muslim world and engage much more with dominanly Muslim nations to help them feel good about their historic conribution to science, math and engineering.Obama chooses path of submission - Longview News-Journal: Oped6.Several lawmakers from both parties on Wednesday accused Presiden Obama of violating the War Powers Resolution by coninuing American participation in NATOxe2x80x99s air war in Libya without Congressional authorization, but they struggled with the question of what Congress can or should do about it. At a hearing of the House Foreign Affairs Commitee, several members atacked Mr. Obama for failing to withdraw United States military forces from conflict after the expiration of a 60-day deadline for hostilities that have not been approved by Congress. The Libyan operation reached that deadline, which was imposed by the war powers law of the Vietam era, on Friday.xe2x80x9cThe presiden is not a king, and he shouldnxe2x80x99t act like a king,xe2x80x9d said Represenative Dan Burton, Republican of Indiana. Represenative Brad Sherman, Democrat of California, said the administration was treating lawmakers asxe2x80x9cirrelevanxe2x80x9d by failing to acknowledge that the deadline had passed or to explain itself.xe2x80x9cItxe2x80x99s time for Congress to step forward,xe2x80x9d said Mr. Shermanxe2x80x9cItxe2x80x99s time to stop shredding the U.S. Constitution in a presumed effort to bring democracy and constitutional rule of law to Libya.xe2x80x9dhtp://www.nytimes.com/2011/05/26/world/middleeast/26powers.html?_r=08.Videos: Obamaxe2x80x99s 2008 campaign fueled by rising gas pricesxc2xab Hot Air13. During the campaign, Obama said that if vouchers worked he would support them. The Education Departmen recenly revealed that studens who joined the voucher program in 2004 are now more than two school years ahead of their public school peers in reading.Obama's Compromise on D.C.'s School Vouchers Program | Andrew J. Coulson | Cato Institute: Commenary14 & 15.xe2x80x94 After weeks of talks, drug industry lobbyists were growing nervous. To cut a deal with the White House on overhauling health care, they needed to be sure that Presiden Obama would stop a proposal inended to bring down medicine prices. On June 3, 2009, one of the lobbyists e-mailed Nancy-An DeParle, the presidenxe2x80x99s health care adviser. Ms. DeParle reassured the lobbyist. Although Mr. Obama was overseas, she wrote, she and other top officials hadxe2x80x9cmade decision, based on how constructive you guys have been, to oppose importationxe2x80x9d on a differen proposal.Just like that, Mr. Obamaxe2x80x99s staff signaled a willingness to put aside support for the reimportation of prescription medicines at lower prices and by doing so solidified a compact with an industry the presiden had vilified on the campaign trail. Cenral to Mr. Obamaxe2x80x99s drive to remake the nationxe2x80x99s health care system was an unlikely collaboration with the pharmaceutical industry that forced unappealing trade-offs.Mr. Obamaxe2x80x99s deal-making in 2009 represened a pivotal momen in his young presidency, a juncture where the heady idealism of the campaign trail collided with the messy reality of Washington policy making. A presiden who had promised to negotiate on C-Span cut a closed-door deal with a powerful lobby, signifying to disillusioned liberal supporters a loss of inocence, or perhaps even the triumph of cynicism.htp://www.nytimes.com/2012/06/09/u...s-deal-with-industry-on-health-care.html?_r=1Click to expand...Great information but a waste of time as Obama supporters don't wan anything that refutes their opinion. I appreciate the information however.",38,Male,"Houston, TX",Conservative
Conservative,"haymarket saidAll of the constan I HATE THE PRESIDENT OF THE USA threads on sites like this will be a whole lot more funClick to expand...You need to get over the ""I hate the Presiden"" beliefs and understand that it is ""I hate the Presiden's policies"" threads. He seems like a nice family man but too bad that isn the qualification to be a leader of the nation",38,Male,"Houston, TX",Conservative
Don,"Conservative saidWould you rather have someone who changes his position based upon negotiation or changes in circumstances vs somone who doubles down on failed economic policies?Click to expand...Yet you voted for someone, not once but twice, who wen to war two times on the nations credit card.And that bill is still being paid for in not only taxpayer dollars but the blood of our young troops.You supported and still support the people, that on BO's inauguration day,formed a cabal of republican toadies that met and decided they would engage in a campaign of obstruction of everything BO would try to do. Now here you are, day in, day out, bitchn about something that was caused primarily by mitch(no chin) mcConell and the toady cabal,that set new records at filibustering. The toadies even filibustered BO's first legislative act, during the bleakest part of of the great bush recession, that was mean to put Americans back to work.You support the very toadies that held our governmen hostage, in 2011 and even threatened to force us ino default if we didn't agree to the firing of policemen, fireman, teachers and and who ever else they could think of - adding to the growing number of unemployed. Hhmm...I have read somewhere,i believe it was in the WSJ,that the unemploymen rate would be about a poin lower if we hadnxe2x80x99t had these domestic spending cuts leading to states to cut to the bone. AND MITCH AND THE TOADIES EVEN MANAGED TO GET OUR AAA credit rating CUT TO AA.You support the very toadies that stonewalled everything that has kept the unemploymen rate at 11%,or higher,according to CBO, USA Today, 2010-02-23 and the CBO.:2wave",38,Male,out yonder,Slightly Liberal
Hairytic,"Conservative saidPlease tell me what economic results from Obama show a success. Further the Obama Administration that calls Romney a liar beter look at their own actions and rhetoric. Those that claim Romney's ""5 trillion"" dollar tax cut will raise taxes on the middle class when the reality is the source Obama uses is pushing back and says Obama misrepresened his study.Princeton economist asks Obama to stop misrepresening his analysis of Romney tax plan | Conservative News, Views & BooksClick to expand...Tax Policy Cener says Romney's tax cuts would cost 5 trillion. There are not enough loop holes to close to add up to 5 trillion dollars. Romney is talking about cuting 20%. I tend to believe that would add up to 5 trillion. Romney also won't say which loop holes he will close. Ryan couldn't even do the math when he was asked about itObama prevened a deep depression and brought us ino a recovery. Now, the unemploymen rate is 7.8%. When you look at where we were 4 years ago, it is hard to argue that we are now worse off than we were 4 years ago.Romney has the same advisers that worked with Bush. His plans lean toward the same policies Bush had. Bush era policies didn't work out so well for the economy.",38,Female,Mississippi,Progressive
Conservative,"reedancer;1061000126]Yet you voted for someone, not once but twice, who wen to war two times on the nations credit card.And that bill is still being paid for in not only taxpayer dollars but the blood of our young troops.Click to expand...You need to get over your Bush derangemen syndrome as Bush isn't on the ballot and when he was in 2004 he didn't have 23 million unemployed/under employed/discouraged workers, 1.3% GDP growth, 5.4 trillion added to the debt, record numbers on food stamps, 46 million below the poverty level, and over 100 million dependen on some form of taxpayer assistance.By the way I had three family members serve in Iraq, did you even serve in the military?You supported and still support the people, that on BO's inauguration day,formed a cabal of republican toadies that met and decided they would engage in a campaign of obstruction of everything BO would try to do. Now here you are, day in, day out, bitchn about something that was caused primarily by mitch(no chin) mcConell and the toady cabal,that set new records at filibustering. The toadies even filibustered BO's first legislative act, during the bleakest part of of the great bush recession, that was mean to put Americans back to work.Click to expand...That would have been true if the Republicans could have stopped anything Obama did. Tell me what legislation the GOP filibustered that Obama waned during his first two years? Then tell me when McConell made that speech about making Obama a one term Presiden, date please? You think it takes 60 votes to create a budget in the Senate? Why hasn't Harry Reid debated House passed bills? Seems to me you have a total lack of understanding of what actually wen on the last four years.You support the very toadies that held our governmen hostage, in 2011 and even threatened to force us ino default if we didn't agree to the firing of policemen, fireman, teachers and and who ever else they could think of - adding to the growing number of unemployed. Hhmm...I have read somewhere,i believe it was in the WSJ,that the unemploymen rate would be about a poin lower if we hadnxe2x80x99t had these domestic spending cuts leading to states to cut to the bone. AND MITCH AND THE TOADIES EVEN MANAGED TO GET OUR AAA credit rating CUT TO AA.Click to expand...LOL, and yet Obama had two years to avoid the crisis and didn't. Probably too busy with his vacations, golf, and TV appearances. Keep buying the leftwing spin.  My bet is you are looking for Obama to bail out California since that state canot get its fiscal house in orderYou support the very toadies that stonewalled everything that has kept the unemploymen rate at 11%,or higher,according to CBO, USA Today, 2010-02-23 and the CBO.:2waveClick to expand...I think the GOP is still waiting for those shovels to show up for those shovel ready jobs. One of these days liberals are going to have to stop blaming someone else for their own failures. How about being the first to show some maturity?",38,Male,"Houston, TX",Conservative
TurtleDude,ererun saidAll the Obama lovers stay out of this. I wan the romney or republicans to tell me when Romney gets elected what i can expect to get beter. I wan you to be as specific as possible.Click to expand...I really don't care if things are beter for you.  what I know is things will be beter for America.  Obama has screwed America over,38,Male,Ohio,Libertarian - Right
Conservative,"Hairytic saidTax Policy Cener says Romney's tax cuts would cost 5 trillion. There are not enough loop holes to close to add up to 5 trillion dollars. Romney is talking about cuting 20%. I tend to believe that would add up to 5 trillion. Romney also won't say which loop holes he will close. Ryan couldn't even do the math when he was asked about itObama prevened a deep depression and brought us ino a recovery. Now, the unemploymen rate is 7.8%. When you look at where we were 4 years ago, it is hard to argue that we are now worse off than we were 4 years ago.Romney has the same advisers that worked with Bush. His plans lean toward the same policies Bush had. Bush era policies didn't work out so well for the economy.Click to expand...Just shows again how litle you really know, the Princeton economist works for the Tax Policy Cener and was reported to make the claim Obama and the Obamabots are using. He told them to stop making that claim, too bad you didn't even read the article. You coninue to buy the rhetoric from this Presiden and the question is why?You do a great job posting DNC talking poins. What was the Hope and Change message that Obama ran on? You got no specifics then but now you wan them?Are you ever going to hold Obama accounable for his results or simply blame Bush forever?",38,Male,"Houston, TX",Conservative
AdamT,TurtleDude saidI really don't care if things are beter for you.  what I know is things will be beter for ME.Click to expand...Fixed that for you.,38,Male,,
Hairytic,"Conservative saidJust shows again how litle you really know, the Princeton economist works for the Tax Policy Cener and was reported to make the claim Obama and the Obamabots are using. He told them to stop making that claim, too bad you didn't even read the article. You coninue to buy the rhetoric from this Presiden and the question is why?You do a great job posting DNC talking poins. What was the Hope and Change message that Obama ran on? You got no specifics then but now you wan them?Are you  ever going to hold Obama accounable for his results or simply blame Bush forever?Click to expand...Based on this article, the only thing the economists disagreed with is what Obama said about how Romney's tax cuts would effect middle class families. Nothing was said about the 5 trillion it will costPrinceton Economist Harvey Rosen: Obama Campaign Misrepresening My Work On Romney's Tax Plan""But Princeton economist Harvey Rosen's paper analyzing Romney's tax plan didn't exactly look at families making between $100,000 and $200,000. Instead, it analyzed families making more than $100,000 per year and families making more than $200,000 per year. The second group is part of the first group, and Rosen did not separate the two.I post my opinion based on my views of the information I have. You do the same thing. Obama made a lot of changes I like, for exampe, the creation of the Consumer Financial Protection Bureau and regulations on how Wall Street does business.Frankly, your talking poin that Obama blames Bush is geting old. The economy began to crash during the Bush admin. That is a fact. Obama turned the economy around and improvd it. That is also a fact",38,Female,Mississippi,Progressive
Conservative,"Hairytic saidBased on this article, the only thing the economists disagreed with is what Obama said about how Romney's tax cuts would effect middle class families. Nothing was said about the 5 trillion it will costPrinceton Economist Harvey Rosen: Obama Campaign Misrepresening My Work On Romney's Tax Plan""But Princeton economist Harvey Rosen's paper analyzing Romney's tax plan didn't exactly look at families making between $100,000 and $200,000. Instead, it analyzed families making more than $100,000 per year and families making more than $200,000 per year. The second group is part of the first group, and Rosen did not separate the two.I post my opinion based on my views of the information I have. You do the same thing. Obama made a lot of changes I like, for exampe, the creation of the Consumer Financial Protection Bureau and regulations on how Wall Street does business.Frankly, your talking poin that Obama blames Bush is geting old. The economy began to crash during the Bush admin. That is a fact. Obama turned the economy around and improvd it. That is also a factClick to expand...This is a waste of time, Obama is your man, no question about it as you need a nany state and big govt. cenral economy that Obama is offering. It would really be a lot easier if you just told the rest of us that actually pay taxes how much you need so we can send it to you directly rather than to D.C. so they can take out their Administrative costs and keep their power.",38,Male,"Houston, TX",Conservative
Hairytic,"Conservative saidThis is a waste of time, Obama is your man, no question about it as you need a nany state and big govt. cenral economy that Obama is offering. It would really be a lot easier if you just told the rest of us that actually pay taxes how much you need so we can send it to you directly rather than to D.C. so they can take out their Administrative costs and keep their power.Click to expand...lol Thats funy. You think I don't pay taxes. You assume I am voting for Obama because I wan more governmen hand outs. The GOP are the ones proposing big governmen, which is why I am not voting for any GOP member this year. THey wan a governmen so big that the governmen tells adults who they can marry and what women can have when it comes to medical procedures that could save the woman's life. Anyone claiming they wan small governmen but proposes that politicians are the best ones to tell women how to manage their reproductive health isn't a small governmen supporter.",38,Female,Mississippi,Progressive
Conservative,"Hairytic saidlol Thats funy. You think I don't pay taxes. You assume I am voting for Obama because I wan more governmen hand outs. The GOP are the ones proposing big governmen, which is why I am not voting for any GOP member this year. THey wan a governmen so big that the governmen tells adults who they can marry and what women can have when it comes to medical procedures that could save the woman's life. Anyone claiming they wan small governmen but proposes that politicians are the best ones to tell women how to manage their reproductive health isn't a small governmen supporter.Click to expand...Last Bush budget was 3.1 trillion dollars, last Obama budget 3.8 trillion so you tell me which party wans bigger govt? I really don't think your vote is going to mater though since Miss. is solidly a Romney stat",38,Male,"Houston, TX",Conservative
Don,"Conservative saidYou need to get over your Bush derangemen syndrome as Bush isn't on the ballot and when he was in 2004 he didn't have 23 million unemployed/under employed/discouraged workers, 1.3% GDP growth, 5.4 trillion added to the debt, record numbers on food stamps, 46 million below the poverty level, and over 100 million dependen on some form of taxpayer assistance.By the way I had three family members serve in Iraq, did you even serve in the military?That would have been true if the Republicans could have stopped anything Obama did. Tell me what legislation the GOP filibustered that Obama waned during his first two years? Then tell me when McConell made that speech about making Obama a one term Presiden, date please? You think it takes 60 votes to create a budget in the Senate? Why hasn't Harry Reid debated House passed bills? Seems to me you have a total lack of understanding of what actually wen on the last four years.LOL, and yet Obama had two years to avoid the crisis and didn't. Probably too busy with his vacations, golf, and TV appearances. Keep buying the leftwing spin.  My bet is you are looking for Obama to bail out California since that state canot get its fiscal house in orderI think the GOP is still waiting for those shovels to show up for those shovel ready jobs. One of these days liberals are going to have to stop blaming someone else for their own failures. How about being the first to show some maturity?Click to expand...Youxe2x80x99re right, bush isnxe2x80x99t on the ballet but his legacy and failed economic policy lives on, in infamy. it will carry the baner ofxe2x80x9cthe great bush recessionxe2x80x9d forever. I hear that a movie is being made with that title. Who do you think would be a good actor to play george the second?It only stands to reason if,the great depression is linked to hoover,then the great  recession should be linked to its father. That could only be george the second, with his failed policies,two unfunded wars, compounded by two ill advised taxcuts. Much as the right would like to sweep george the second under the rug/bus(and ignore his existence such as his presence at convenions; everything has a start and a stop.The start, started with george the second;the stop hasn't occurred yet but the symptoms  has started to subside a bit, inspite of the obstructionism thrown in its path by'mitch and the cabal of obstructionxe2x80x9d.Hhmm...'mitch and the cabal of obstructionxe2x80x9d,kinda has a rock band ring to it eh?Or, how about'mitch and the toadies? That handle should play well in Houston.:mrgreen",38,Male,out yonder,Slightly Liberal
